"","x"
"13155","TMEM14B"
"13156","TMEM14C"
"13157","TMEM14E"
"13158","TMEM150A"
"13159","TMEM150B"
"13160","TMEM150C"
"13161","TMEM151A"
"13162","TMEM151B"
"13163","TMEM154"
"13164","TMEM155"
"13165","TMEM156"
"13166","TMEM159"
"13167","TMEM160"
"13168","TMEM161A"
"13169","TMEM161B"
"13170","TMEM163"
"13171","TMEM165"
"13172","TMEM167B"
"13173","TMEM168"
"13174","TMEM169"
"13175","TMEM17"
"13176","TMEM170A"
"13177","TMEM170B"
"13178","TMEM171"
"13179","TMEM173"
"13180","TMEM174"
"13181","TMEM175"
"13182","TMEM176A"
"13183","TMEM176B"
"13184","TMEM177"
"13185","TMEM178A"
"13186","TMEM179"
"13187","TMEM179B"
"13188","TMEM18"
"13189","TMEM180"
"13190","TMEM181"
"13191","TMEM182"
"13192","TMEM183A"
"13193","TMEM184A"
"13194","TMEM184B"
"13195","TMEM184C"
"13196","TMEM185A"
"13197","TMEM185B"
"13198","TMEM186"
"13199","TMEM187"
"13200","TMEM19"
"13201","TMEM190"
"13202","TMEM192"
"13203","TMEM194A"
"13204","TMEM194B"
"13205","TMEM196"
"13206","TMEM198"
"13207","TMEM2"
"13208","TMEM200B"
"13209","TMEM201"
"13210","TMEM202"
"13211","TMEM204"
"13212","TMEM205"
"13213","TMEM206"
"13214","TMEM207"
"13215","TMEM208"
"13216","TMEM210"
"13217","TMEM212"
"13218","TMEM213"
"13219","TMEM214"
"13220","TMEM215"
"13221","TMEM217"
"13222","TMEM218"
"13223","TMEM219"
"13224","TMEM220"
"13225","TMEM221"
"13226","TMEM222"
"13227","TMEM223"
"13228","TMEM225"
"13229","TMEM229A"
"13230","TMEM230"
"13231","TMEM231"
"13232","TMEM232"
"13233","TMEM233"
"13234","TMEM234"
"13235","TMEM236"
"13236","TMEM237"
"13237","TMEM239"
"13238","TMEM240"
"13239","TMEM241"
"13240","TMEM243"
"13241","TMEM244"
"13242","TMEM245"
"13243","TMEM246"
"13244","TMEM248"
"13245","TMEM249"
"13246","TMEM25"
"13247","TMEM251"
"13248","TMEM252"
"13249","TMEM254"
"13250","TMEM255A"
"13251","TMEM255B"
"13252","TMEM256"
"13253","TMEM257"
"13254","TMEM259"
"13255","TMEM26"
"13256","TMEM260"
"13257","TMEM27"
"13258","TMEM31"
"13259","TMEM33"
"13260","TMEM35"
"13261","TMEM37"
"13262","TMEM38A"
"13263","TMEM38B"
"13264","TMEM39A"
"13265","TMEM39B"
"13266","TMEM40"
"13267","TMEM41A"
"13268","TMEM42"
"13269","TMEM43"
"13270","TMEM44"
"13271","TMEM45A"
"13272","TMEM45B"
"13273","TMEM47"
"13274","TMEM5"
"13275","TMEM50A"
"13276","TMEM50B"
"13277","TMEM51"
"13278","TMEM52"
"13279","TMEM52B"
"13280","TMEM53"
"13281","TMEM54"
"13282","TMEM55A"
"13283","TMEM55B"
"13284","TMEM56"
"13285","TMEM57"
"13286","TMEM59"
"13287","TMEM60"
"13288","TMEM61"
"13289","TMEM62"
"13290","TMEM63A"
"13291","TMEM63C"
"13292","TMEM64"
"13293","TMEM65"
"13294","TMEM66"
"13295","TMEM67"
"13296","TMEM68"
"13297","TMEM69"
"13298","TMEM70"
"13299","TMEM71"
"13300","TMEM72"
"13301","TMEM74"
"13302","TMEM74B"
"13303","TMEM78"
"13304","TMEM80"
"13305","TMEM81"
"13306","TMEM82"
"13307","TMEM86A"
"13308","TMEM86B"
"13309","TMEM87A"
"13310","TMEM87B"
"13311","TMEM88"
"13312","TMEM88B"
"13313","TMEM89"
"13314","TMEM8A"
"13315","TMEM8B"
"13316","TMEM8C"
"13317","TMEM9"
"13318","TMEM91"
"13319","TMEM92"
"13320","TMEM95"
"13321","TMEM97"
"13322","TMEM98"
"13323","TMEM99"
"13324","TMEM9B"
"13325","TMF1"
"13326","TMIE"
"13327","TMIGD1"
"13328","TMIGD2"
"13329","TMLHE"
"13330","TMOD1"
"13331","TMOD2"
"13332","TMOD3"
"13333","TMOD4"
"13334","TMPO"
"13335","TMPPE"
"13336","TMPRSS11A"
"13337","TMPRSS11B"
"13338","TMPRSS11D"
"13339","TMPRSS11E"
"13340","TMPRSS11F"
"13341","TMPRSS12"
"13342","TMPRSS13"
"13343","TMPRSS15"
"13344","TMPRSS2"
"13345","TMPRSS3"
"13346","TMPRSS4"
"13347","TMPRSS5"
"13348","TMPRSS6"
"13349","TMPRSS7"
"13350","TMPRSS9"
"13351","TMSB10"
"13352","TMSB15A"
"13353","TMSB4X"
"13354","TMTC1"
"13355","TMTC2"
"13356","TMTC3"
"13357","TMTC4"
"13358","TMUB1"
"13359","TMUB2"
"13360","TMX1"
"13361","TMX3"
"13362","TMX4"
"13363","TNC"
"13364","TNF"
"13365","TNFAIP1"
"13366","TNFAIP3"
"13367","TNFAIP6"
"13368","TNFAIP8"
"13369","TNFAIP8L1"
"13370","TNFAIP8L2"
"13371","TNFAIP8L3"
"13372","TNFRSF10A"
"13373","TNFRSF10B"
"13374","TNFRSF10C"
"13375","TNFRSF10D"
"13376","TNFRSF11A"
"13377","TNFRSF11B"
"13378","TNFRSF12A"
"13379","TNFRSF13B"
"13380","TNFRSF13C"
"13381","TNFRSF14"
"13382","TNFRSF17"
"13383","TNFRSF18"
"13384","TNFRSF19"
"13385","TNFRSF1A"
"13386","TNFRSF1B"
"13387","TNFRSF21"
"13388","TNFRSF25"
"13389","TNFRSF4"
"13390","TNFRSF6B"
"13391","TNFRSF8"
"13392","TNFRSF9"
"13393","TNFSF10"
"13394","TNFSF11"
"13395","TNFSF12"
"13396","TNFSF13"
"13397","TNFSF13B"
"13398","TNFSF14"
"13399","TNFSF15"
"13400","TNFSF18"
"13401","TNFSF4"
"13402","TNFSF8"
"13403","TNFSF9"
"13404","TNIK"
"13405","TNIP1"
"13406","TNIP2"
"13407","TNIP3"
"13408","TNK2"
"13409","TNKS1BP1"
"13410","TNKS2"
"13411","TNMD"
"13412","TNN"
"13413","TNNC1"
"13414","TNNC2"
"13415","TNNI1"
"13416","TNNI2"
"13417","TNNI3"
"13418","TNNI3K"
"13419","TNNT1"
"13420","TNNT3"
"13421","TNP1"
"13422","TNP2"
"13423","TNPO2"
"13424","TNRC6B"
"13425","TNS1"
"13426","TNS4"
"13427","TNXB"
"13428","TOB1"
"13429","TOB2"
"13430","TOLLIP"
"13431","TOM1"
"13432","TOM1L1"
"13433","TOM1L2"
"13434","TOMM20L"
"13435","TOMM34"
"13436","TOMM40L"
"13437","TOMM5"
"13438","TOMM6"
"13439","TOMM7"
"13440","TONSL"
"13441","TOP1MT"
"13442","TOP2B"
"13443","TOP3B"
"13444","TOPAZ1"
"13445","TOPORS"
"13446","TOR1A"
"13447","TOR1B"
"13448","TOR2A"
"13449","TOR3A"
"13450","TOX"
"13451","TOX2"
"13452","TOX3"
"13453","TP53"
"13454","TP53AIP1"
"13455","TP53BP1"
"13456","TP53BP2"
"13457","TP53I11"
"13458","TP53I13"
"13459","TP53I3"
"13460","TP53INP1"
"13461","TP53INP2"
"13462","TP53TG3"
"13463","TP53TG3B"
"13464","TP53TG3C"
"13465","TP53TG3D"
"13466","TP53TG5"
"13467","TP63"
"13468","TP73"
"13469","TPCN1"
"13470","TPCN2"
"13471","TPD52"
"13472","TPD52L1"
"13473","TPD52L2"
"13474","TPD52L3"
"13475","TPGS1"
"13476","TPGS2"
"13477","TPH1"
"13478","TPH2"
"13479","TPK1"
"13480","TPM1"
"13481","TPM2"
"13482","TPM4"
"13483","TPMT"
"13484","TPO"
"13485","TPP1"
"13486","TPP2"
"13487","TPPP"
"13488","TPPP2"
"13489","TPPP3"
"13490","TPRA1"
"13491","TPRG1"
"13492","TPRG1L"
"13493","TPRN"
"13494","TPRX1"
"13495","TPSAB1"
"13496","TPSD1"
"13497","TPSG1"
"13498","TPST1"
"13499","TPST2"
"13500","TPTE"
"13501","TPTE2"
"13502","TRA2A"
"13503","TRABD"
"13504","TRABD2A"
"13505","TRADD"
"13506","TRAF1"
"13507","TRAF2"
"13508","TRAF3"
"13509","TRAF3IP1"
"13510","TRAF3IP2"
"13511","TRAF3IP3"
"13512","TRAF4"
"13513","TRAF5"
"13514","TRAF6"
"13515","TRAF7"
"13516","TRAFD1"
"13517","TRAK1"
"13518","TRAK2"
"13519","TRAM1"
"13520","TRAM1L1"
"13521","TRAM2"
"13522","TRAP1"
"13523","TRAPPC10"
"13524","TRAPPC12"
"13525","TRAPPC13"
"13526","TRAPPC2"
"13527","TRAPPC2L"
"13528","TRAPPC6A"
"13529","TRAPPC6B"
"13530","TRAPPC9"
"13531","TRAT1"
"13532","TRDMT1"
"13533","TREM1"
"13534","TREM2"
"13535","TREML1"
"13536","TREML2"
"13537","TREML4"
"13538","TRH"
"13539","TRHDE"
"13540","TRHR"
"13541","TRIB1"
"13542","TRIB2"
"13543","TRIB3"
"13544","TRIM10"
"13545","TRIM11"
"13546","TRIM13"
"13547","TRIM14"
"13548","TRIM15"
"13549","TRIM16"
"13550","TRIM16L"
"13551","TRIM17"
"13552","TRIM2"
"13553","TRIM21"
"13554","TRIM22"
"13555","TRIM23"
"13556","TRIM24"
"13557","TRIM25"
"13558","TRIM26"
"13559","TRIM27"
"13560","TRIM28"
"13561","TRIM29"
"13562","TRIM31"
"13563","TRIM33"
"13564","TRIM35"
"13565","TRIM36"
"13566","TRIM37"
"13567","TRIM38"
"13568","TRIM39"
"13569","TRIM4"
"13570","TRIM40"
"13571","TRIM41"
"13572","TRIM42"
"13573","TRIM43"
"13574","TRIM44"
"13575","TRIM45"
"13576","TRIM46"
"13577","TRIM47"
"13578","TRIM48"
"13579","TRIM49"
"13580","TRIM49C"
"13581","TRIM5"
"13582","TRIM50"
"13583","TRIM51"
"13584","TRIM52"
"13585","TRIM54"
"13586","TRIM55"
"13587","TRIM56"
"13588","TRIM58"
"13589","TRIM59"
"13590","TRIM6"
"13591","TRIM60"
"13592","TRIM61"
"13593","TRIM62"
"13594","TRIM63"
"13595","TRIM64B"
"13596","TRIM65"
"13597","TRIM67"
"13598","TRIM68"
"13599","TRIM69"
"13600","TRIM7"
"13601","TRIM72"
"13602","TRIM74"
"13603","TRIM8"
"13604","TRIM9"
"13605","TRIML1"
"13606","TRIML2"
"13607","TRIOBP"
"13608","TRIP10"
"13609","TRIP11"
"13610","TRIP12"
"13611","TRIP13"
"13612","TRIP4"
"13613","TRIP6"
"13614","TRIQK"
"13615","TRMT1"
"13616","TRMT10A"
"13617","TRMT10B"
"13618","TRMT112"
"13619","TRMT12"
"13620","TRMT13"
"13621","TRMT1L"
"13622","TRMT2A"
"13623","TRMT2B"
"13624","TRMT44"
"13625","TRMT61B"
"13626","TRMU"
"13627","TRNP1"
"13628","TRO"
"13629","TROAP"
"13630","TROVE2"
"13631","TRPA1"
"13632","TRPC1"
"13633","TRPC3"
"13634","TRPC4"
"13635","TRPC4AP"
"13636","TRPC5"
"13637","TRPC6"
"13638","TRPC7"
"13639","TRPM1"
"13640","TRPM2"
"13641","TRPM3"
"13642","TRPM4"
"13643","TRPM5"
"13644","TRPM6"
"13645","TRPM8"
"13646","TRPS1"
"13647","TRPT1"
"13648","TRPV1"
"13649","TRPV2"
"13650","TRPV3"
"13651","TRPV4"
"13652","TRPV5"
"13653","TRPV6"
"13654","TRUB1"
"13655","TSACC"
"13656","TSC2"
"13657","TSC22D1"
"13658","TSC22D3"
"13659","TSC22D4"
"13660","TSGA10"
"13661","TSGA13"
"13662","TSHR"
"13663","TSHZ1"
"13664","TSHZ2"
"13665","TSHZ3"
"13666","TSKS"
"13667","TSKU"
"13668","TSLP"
"13669","TSN"
"13670","TSNAX"
"13671","TSNAXIP1"
"13672","TSPAN1"
"13673","TSPAN11"
"13674","TSPAN12"
"13675","TSPAN13"
"13676","TSPAN14"
"13677","TSPAN15"
"13678","TSPAN16"
"13679","TSPAN17"
"13680","TSPAN19"
"13681","TSPAN2"
"13682","TSPAN3"
"13683","TSPAN31"
"13684","TSPAN32"
"13685","TSPAN33"
"13686","TSPAN4"
"13687","TSPAN5"
"13688","TSPAN6"
"13689","TSPAN7"
"13690","TSPAN8"
"13691","TSPAN9"
"13692","TSPEAR"
"13693","TSPO"
"13694","TSPO2"
"13695","TSPYL1"
"13696","TSPYL2"
"13697","TSPYL4"
"13698","TSPYL5"
"13699","TSPYL6"
"13700","TSR3"
"13701","TSSC4"
"13702","TSSK1B"
"13703","TSSK2"
"13704","TSSK3"
"13705","TSSK4"
"13706","TST"
"13707","TSTA3"
"13708","TSTD1"
"13709","TSTD2"
"13710","TTBK1"
"13711","TTBK2"
"13712","TTC12"
"13713","TTC13"
"13714","TTC14"
"13715","TTC16"
"13716","TTC17"
"13717","TTC21A"
"13718","TTC21B"
"13719","TTC22"
"13720","TTC23L"
"13721","TTC26"
"13722","TTC28"
"13723","TTC3"
"13724","TTC30A"
"13725","TTC30B"
"13726","TTC31"
"13727","TTC32"
"13728","TTC33"
"13729","TTC36"
"13730","TTC37"
"13731","TTC38"
"13732","TTC39A"
"13733","TTC39B"
"13734","TTC39C"
"13735","TTC40"
"13736","TTC5"
"13737","TTC7A"
"13738","TTC7B"
"13739","TTC8"
"13740","TTC9"
"13741","TTC9B"
"13742","TTC9C"
"13743","TTL"
"13744","TTLL1"
"13745","TTLL10"
"13746","TTLL11"
"13747","TTLL12"
"13748","TTLL13"
"13749","TTLL2"
"13750","TTLL4"
"13751","TTLL5"
"13752","TTLL6"
"13753","TTLL7"
"13754","TTN"
"13755","TTPA"
"13756","TTPAL"
"13757","TTR"
"13758","TTYH1"
"13759","TTYH2"
"13760","TTYH3"
"13761","TUB"
"13762","TUBA1A"
"13763","TUBA3C"
"13764","TUBA3D"
"13765","TUBA3E"
"13766","TUBA4A"
"13767","TUBA8"
"13768","TUBAL3"
"13769","TUBB1"
"13770","TUBB2A"
"13771","TUBB2B"
"13772","TUBB3"
"13773","TUBB4A"
"13774","TUBB4B"
"13775","TUBB6"
"13776","TUBB8"
"13777","TUBG2"
"13778","TUFT1"
"13779","TULP1"
"13780","TULP2"
"13781","TULP3"
"13782","TULP4"
"13783","TUSC1"
"13784","TUSC2"
"13785","TUSC3"
"13786","TUSC5"
"13787","TVP23A"
"13788","TVP23B"
"13789","TVP23C"
"13790","TWF1"
"13791","TWF2"
"13792","TWIST2"
"13793","TWSG1"
"13794","TXK"
"13795","TXLNA"
"13796","TXLNB"
"13797","TXN2"
"13798","TXNDC11"
"13799","TXNDC12"
"13800","TXNDC15"
"13801","TXNDC16"
"13802","TXNDC2"
"13803","TXNDC5"
"13804","TXNDC8"
"13805","TXNDC9"
"13806","TXNIP"
"13807","TXNL1"
"13808","TXNL4B"
"13809","TXNRD2"
"13810","TYK2"
"13811","TYMP"
"13812","TYR"
"13813","TYRO3"
"13814","TYROBP"
"13815","TYRP1"
"13816","TYSND1"
"13817","TYW1"
"13818","TYW3"
"13819","TYW5"
"13820","U2AF1L4"
"13821","UACA"
"13822","UAP1"
"13823","UAP1L1"
"13824","UBA5"
"13825","UBA6"
"13826","UBA7"
"13827","UBAC1"
"13828","UBAC2"
"13829","UBALD1"
"13830","UBALD2"
"13831","UBASH3A"
"13832","UBASH3B"
"13833","UBB"
"13834","UBD"
"13835","UBE2A"
"13836","UBE2B"
"13837","UBE2C"
"13838","UBE2D1"
"13839","UBE2D2"
"13840","UBE2D4"
"13841","UBE2E2"
"13842","UBE2F"
"13843","UBE2G2"
"13844","UBE2J1"
"13845","UBE2J2"
"13846","UBE2L6"
"13847","UBE2NL"
"13848","UBE2O"
"13849","UBE2Q1"
"13850","UBE2Q2"
"13851","UBE2QL1"
"13852","UBE2R2"
"13853","UBE2U"
"13854","UBE2V1"
"13855","UBE2V2"
"13856","UBE2Z"
"13857","UBE3A"
"13858","UBE3B"
"13859","UBE3C"
"13860","UBE4A"
"13861","UBFD1"
"13862","UBIAD1"
"13863","UBL3"
"13864","UBL4A"
"13865","UBL4B"
"13866","UBL7"
"13867","UBLCP1"
"13868","UBN1"
"13869","UBN2"
"13870","UBOX5"
"13871","UBP1"
"13872","UBQLN1"
"13873","UBQLN2"
"13874","UBQLN3"
"13875","UBQLN4"
"13876","UBQLNL"
"13877","UBR1"
"13878","UBR2"
"13879","UBR7"
"13880","UBTD1"
"13881","UBTD2"
"13882","UBXN1"
"13883","UBXN10"
"13884","UBXN11"
"13885","UBXN2A"
"13886","UBXN2B"
"13887","UBXN4"
"13888","UBXN6"
"13889","UCHL1"
"13890","UCHL3"
"13891","UCK1"
"13892","UCK2"
"13893","UCKL1"
"13894","UCMA"
"13895","UCN"
"13896","UCN2"
"13897","UCN3"
"13898","UCP1"
"13899","UCP2"
"13900","UCP3"
"13901","UEVLD"
"13902","UFC1"
"13903","UFL1"
"13904","UFM1"
"13905","UFSP1"
"13906","UFSP2"
"13907","UGCG"
"13908","UGDH"
"13909","UGGT1"
"13910","UGGT2"
"13911","UGT1A10"
"13912","UGT1A4"
"13913","UGT1A6"
"13914","UGT1A7"
"13915","UGT1A8"
"13916","UGT2A1"
"13917","UGT2A3"
"13918","UGT2B10"
"13919","UGT2B11"
"13920","UGT2B15"
"13921","UGT2B17"
"13922","UGT2B28"
"13923","UGT2B4"
"13924","UGT2B7"
"13925","UGT3A1"
"13926","UGT3A2"
"13927","UGT8"
"13928","UHMK1"
"13929","UHRF1BP1"
"13930","UHRF1BP1L"
"13931","UHRF2"
"13932","ULBP1"
"13933","ULBP2"
"13934","ULK1"
"13935","ULK2"
"13936","ULK3"
"13937","ULK4"
"13938","UMODL1"
"13939","UNC119"
"13940","UNC119B"
"13941","UNC13B"
"13942","UNC13C"
"13943","UNC13D"
"13944","UNC45B"
"13945","UNC50"
"13946","UNC5A"
"13947","UNC5B"
"13948","UNC5C"
"13949","UNC5D"
"13950","UNC79"
"13951","UNC93A"
"13952","UNCX"
"13953","UNG"
"13954","UNKL"
"13955","UPB1"
"13956","UPF3A"
"13957","UPF3B"
"13958","UPK1A"
"13959","UPK1B"
"13960","UPK2"
"13961","UPK3A"
"13962","UPK3BL"
"13963","UPP1"
"13964","UPP2"
"13965","UPRT"
"13966","UQCR10"
"13967","UQCR11"
"13968","UQCRH"
"13969","URGCP"
"13970","UROC1"
"13971","UROS"
"13972","USB1"
"13973","USF1"
"13974","USF2"
"13975","USH1C"
"13976","USH1G"
"13977","USH2A"
"13978","USHBP1"
"13979","USMG5"
"13980","USP12"
"13981","USP13"
"13982","USP15"
"13983","USP16"
"13984","USP17L17"
"13985","USP17L18"
"13986","USP17L19"
"13987","USP17L2"
"13988","USP17L20"
"13989","USP17L21"
"13990","USP17L22"
"13991","USP18"
"13992","USP19"
"13993","USP2"
"13994","USP20"
"13995","USP21"
"13996","USP22"
"13997","USP24"
"13998","USP25"
"13999","USP27X"
"14000","USP28"
"14001","USP29"
"14002","USP3"
"14003","USP30"
"14004","USP31"
"14005","USP33"
"14006","USP34"
"14007","USP35"
"14008","USP38"
"14009","USP4"
"14010","USP42"
"14011","USP43"
"14012","USP44"
"14013","USP45"
"14014","USP46"
"14015","USP47"
"14016","USP48"
"14017","USP50"
"14018","USP51"
"14019","USP53"
"14020","USP6"
"14021","UST"
"14022","UTF1"
"14023","UTP14C"
"14024","UTP3"
"14025","UTRN"
"14026","UTS2"
"14027","UTS2B"
"14028","UTS2R"
"14029","UVSSA"
"14030","VAC14"
"14031","VAMP1"
"14032","VAMP2"
"14033","VAMP3"
"14034","VAMP4"
"14035","VAMP5"
"14036","VAMP7"
"14037","VAMP8"
"14038","VANGL1"
"14039","VANGL2"
"14040","VAPB"
"14041","VASH1"
"14042","VASH2"
"14043","VASN"
"14044","VASP"
"14045","VAT1"
"14046","VAT1L"
"14047","VAV1"
"14048","VAV2"
"14049","VAV3"
"14050","VAX1"
"14051","VAX2"
"14052","VCAM1"
"14053","VCAN"
"14054","VCPIP1"
"14055","VCX"
"14056","VCX2"
"14057","VCX3A"
"14058","VDAC1"
"14059","VDAC3"
"14060","VDR"
"14061","VEGFA"
"14062","VEGFB"
"14063","VEGFC"
"14064","VENTX"
"14065","VEPH1"
"14066","VEZF1"
"14067","VGF"
"14068","VGLL1"
"14069","VGLL2"
"14070","VGLL3"
"14071","VGLL4"
"14072","VHLL"
"14073","VIL1"
"14074","VIP"
"14075","VIPAS39"
"14076","VIPR1"
"14077","VIPR2"
"14078","VIT"
"14079","VKORC1"
"14080","VKORC1L1"
"14081","VLDLR"
"14082","VMAC"
"14083","VMO1"
"14084","VN1R1"
"14085","VN1R2"
"14086","VN1R4"
"14087","VNN1"
"14088","VNN2"
"14089","VNN3"
"14090","VOPP1"
"14091","VPREB1"
"14092","VPREB3"
"14093","VPS13A"
"14094","VPS13B"
"14095","VPS13C"
"14096","VPS26B"
"14097","VPS33B"
"14098","VPS37A"
"14099","VPS37B"
"14100","VPS37C"
"14101","VPS37D"
"14102","VPS41"
"14103","VPS4A"
"14104","VPS4B"
"14105","VPS8"
"14106","VPS9D1"
"14107","VRK1"
"14108","VRK2"
"14109","VRK3"
"14110","VRTN"
"14111","VSIG1"
"14112","VSIG10"
"14113","VSIG10L"
"14114","VSIG2"
"14115","VSIG4"
"14116","VSIG8"
"14117","VSNL1"
"14118","VSTM1"
"14119","VSTM2A"
"14120","VSTM2B"
"14121","VSTM2L"
"14122","VSTM4"
"14123","VSTM5"
"14124","VSX1"
"14125","VSX2"
"14126","VTA1"
"14127","VTCN1"
"14128","VTI1A"
"14129","VTI1B"
"14130","VWA1"
"14131","VWA3A"
"14132","VWA3B"
"14133","VWA5A"
"14134","VWA5B1"
"14135","VWA5B2"
"14136","VWA7"
"14137","VWA8"
"14138","VWA9"
"14139","VWC2"
"14140","VWC2L"
"14141","VWCE"
"14142","VWDE"
"14143","VWF"
"14144","WAS"
"14145","WASF1"
"14146","WASF2"
"14147","WASF3"
"14148","WBP1"
"14149","WBP1L"
"14150","WBP2"
"14151","WBP2NL"
"14152","WBP5"
"14153","WBSCR17"
"14154","WBSCR27"
"14155","WBSCR28"
"14156","WDFY1"
"14157","WDFY2"
"14158","WDFY3"
"14159","WDPCP"
"14160","WDR11"
"14161","WDR13"
"14162","WDR16"
"14163","WDR17"
"14164","WDR19"
"14165","WDR24"
"14166","WDR31"
"14167","WDR34"
"14168","WDR35"
"14169","WDR37"
"14170","WDR38"
"14171","WDR41"
"14172","WDR45"
"14173","WDR45B"
"14174","WDR47"
"14175","WDR49"
"14176","WDR52"
"14177","WDR53"
"14178","WDR54"
"14179","WDR5B"
"14180","WDR6"
"14181","WDR60"
"14182","WDR61"
"14183","WDR63"
"14184","WDR65"
"14185","WDR66"
"14186","WDR72"
"14187","WDR73"
"14188","WDR76"
"14189","WDR78"
"14190","WDR81"
"14191","WDR83"
"14192","WDR83OS"
"14193","WDR85"
"14194","WDR86"
"14195","WDR87"
"14196","WDR88"
"14197","WDR90"
"14198","WDR91"
"14199","WDR93"
"14200","WDSUB1"
"14201","WDTC1"
"14202","WDYHV1"
"14203","WEE2"
"14204","WFDC1"
"14205","WFDC10A"
"14206","WFDC10B"
"14207","WFDC11"
"14208","WFDC12"
"14209","WFDC13"
"14210","WFDC2"
"14211","WFDC3"
"14212","WFDC5"
"14213","WFDC6"
"14214","WFDC8"
"14215","WFDC9"
"14216","WFIKKN1"
"14217","WFIKKN2"
"14218","WFS1"
"14219","WHAMM"
"14220","WHSC1"
"14221","WHSC1L1"
"14222","WIF1"
"14223","WIPF1"
"14224","WIPF2"
"14225","WIPI1"
"14226","WIPI2"
"14227","WISP1"
"14228","WISP2"
"14229","WISP3"
"14230","WIZ"
"14231","WLS"
"14232","WNK2"
"14233","WNK4"
"14234","WNT1"
"14235","WNT10A"
"14236","WNT10B"
"14237","WNT11"
"14238","WNT16"
"14239","WNT2"
"14240","WNT2B"
"14241","WNT3"
"14242","WNT3A"
"14243","WNT4"
"14244","WNT5B"
"14245","WNT6"
"14246","WNT7A"
"14247","WNT7B"
"14248","WNT8A"
"14249","WNT8B"
"14250","WNT9A"
"14251","WNT9B"
"14252","WRAP53"
"14253","WRN"
"14254","WRNIP1"
"14255","WSCD2"
"14256","WT1"
"14257","WTAP"
"14258","WWC1"
"14259","WWC2"
"14260","WWC3"
"14261","WWOX"
"14262","XAF1"
"14263","XAGE1E"
"14264","XAGE2"
"14265","XAGE2B"
"14266","XAGE3"
"14267","XBP1"
"14268","XCL1"
"14269","XCL2"
"14270","XCR1"
"14271","XDH"
"14272","XG"
"14273","XIAP"
"14274","XIRP1"
"14275","XK"
"14276","XKR3"
"14277","XKR4"
"14278","XKR6"
"14279","XKR8"
"14280","XKR9"
"14281","XPA"
"14282","XPC"
"14283","XPNPEP1"
"14284","XPNPEP2"
"14285","XPO4"
"14286","XPO6"
"14287","XPO7"
"14288","XPOT"
"14289","XPR1"
"14290","XRCC4"
"14291","XRCC6BP1"
"14292","XRRA1"
"14293","XXYLT1"
"14294","XYLB"
"14295","XYLT1"
"14296","XYLT2"
"14297","YBEY"
"14298","YBX2"
"14299","YBX3"
"14300","YDJC"
"14301","YIF1A"
"14302","YIF1B"
"14303","YIPF2"
"14304","YIPF3"
"14305","YIPF4"
"14306","YIPF5"
"14307","YIPF6"
"14308","YJEFN3"
"14309","YOD1"
"14310","YPEL1"
"14311","YPEL2"
"14312","YPEL3"
"14313","YPEL4"
"14314","YTHDC2"
"14315","YTHDF1"
"14316","YTHDF2"
"14317","YWHAB"
"14318","YWHAG"
"14319","YWHAH"
"14320","YWHAQ"
"14321","YY1AP1"
"14322","YY2"
"14323","ZACN"
"14324","ZADH2"
"14325","ZAP70"
"14326","ZAR1"
"14327","ZBED1"
"14328","ZBED2"
"14329","ZBED3"
"14330","ZBED4"
"14331","ZBED5"
"14332","ZBP1"
"14333","ZBTB10"
"14334","ZBTB12"
"14335","ZBTB14"
"14336","ZBTB16"
"14337","ZBTB18"
"14338","ZBTB20"
"14339","ZBTB21"
"14340","ZBTB22"
"14341","ZBTB24"
"14342","ZBTB26"
"14343","ZBTB3"
"14344","ZBTB33"
"14345","ZBTB38"
"14346","ZBTB39"
"14347","ZBTB4"
"14348","ZBTB41"
"14349","ZBTB42"
"14350","ZBTB43"
"14351","ZBTB44"
"14352","ZBTB45"
"14353","ZBTB47"
"14354","ZBTB48"
"14355","ZBTB49"
"14356","ZBTB5"
"14357","ZBTB6"
"14358","ZBTB7A"
"14359","ZBTB7B"
"14360","ZBTB7C"
"14361","ZBTB8A"
"14362","ZBTB9"
"14363","ZC2HC1A"
"14364","ZC2HC1C"
"14365","ZC3H10"
"14366","ZC3H12A"
"14367","ZC3H12B"
"14368","ZC3H12D"
"14369","ZC3H14"
"14370","ZC3H6"
"14371","ZC3H7A"
"14372","ZC3H7B"
"14373","ZC3HAV1"
"14374","ZC3HAV1L"
"14375","ZC4H2"
"14376","ZCCHC10"
"14377","ZCCHC11"
"14378","ZCCHC12"
"14379","ZCCHC13"
"14380","ZCCHC14"
"14381","ZCCHC16"
"14382","ZCCHC17"
"14383","ZCCHC2"
"14384","ZCCHC24"
"14385","ZCCHC4"
"14386","ZCCHC5"
"14387","ZCCHC6"
"14388","ZCCHC7"
"14389","ZCWPW1"
"14390","ZCWPW2"
"14391","ZDBF2"
"14392","ZDHHC1"
"14393","ZDHHC11"
"14394","ZDHHC12"
"14395","ZDHHC13"
"14396","ZDHHC14"
"14397","ZDHHC15"
"14398","ZDHHC16"
"14399","ZDHHC17"
"14400","ZDHHC18"
"14401","ZDHHC19"
"14402","ZDHHC2"
"14403","ZDHHC21"
"14404","ZDHHC22"
"14405","ZDHHC23"
"14406","ZDHHC24"
"14407","ZDHHC3"
"14408","ZDHHC4"
"14409","ZDHHC5"
"14410","ZDHHC6"
"14411","ZDHHC7"
"14412","ZDHHC8"
"14413","ZDHHC9"
"14414","ZEB1"
